Recall,Precision,Threshold
1.0,0.039511911679256245,2.704283e-05
1.0,0.03953488372093023,2.7084148e-05
1.0,0.03955788248981966,2.7146805e-05
1.0,0.03958090803259604,2.724796e-05
1.0,0.039603960396039604,2.737232e-05
1.0,0.039627039627039624,2.7400762e-05
1.0,0.03965014577259475,2.7429545e-05
1.0,0.039673278879813305,2.7610315e-05
1.0,0.0396964389959136,2.7993157e-05
1.0,0.0397196261682243,2.8134064e-05
1.0,0.03974284044418469,2.8158222e-05
1.0,0.03976608187134503,2.818154e-05
1.0,0.03978935049736688,2.8303037e-05
1.0,0.03981264637002342,2.8374381e-05
1.0,0.03983596953719976,2.8410963e-05
1.0,0.03985932004689332,2.8790075e-05
1.0,0.03988269794721408,2.8835524e-05
1.0,0.03990610328638498,2.8914443e-05
1.0,0.03992953611274222,2.9391622e-05
1.0,0.0399529964747356,2.9825858e-05
1.0,0.03997648442092887,3.0161144e-05
1.0,0.04,3.0233248e-05
1.0,0.04002354326074161,3.0436007e-05
1.0,0.04004711425206125,3.0710777e-05
1.0,0.040070713022981735,3.0734507e-05
1.0,0.04009433962264151,3.0779265e-05
1.0,0.040117994100294985,3.0987667e-05
1.0,0.04014167650531287,3.1112744e-05
1.0,0.04016538688718252,3.13844e-05
1.0,0.04018912529550828,3.14165e-05
1.0,0.04021289178001183,3.150753e-05
1.0,0.040236686390532544,3.1683707e-05
1.0,0.04026050917702783,3.1686755e-05
1.0,0.04028436018957346,3.1819327e-05
1.0,0.04030823947836396,3.2051546e-05
1.0,0.04033214709371293,3.22426e-05
1.0,0.040356083086053415,3.2354037e-05
1.0,0.040380047505938245,3.2370426e-05
1.0,0.04040404040404041,3.2671156e-05
1.0,0.04042806183115339,3.3087737e-05
1.0,0.04045211183819155,3.3278175e-05
1.0,0.04047619047619048,3.3429485e-05
1.0,0.04050029779630732,3.3600925e-05
1.0,0.04052443384982122,3.3739638e-05
1.0,0.04054859868813357,3.3748744e-05
1.0,0.0405727923627685,3.4038057e-05
1.0,0.04059701492537313,3.41046e-05
1.0,0.04062126642771804,3.4118686e-05
1.0,0.04064554692169755,3.4164335e-05
1.0,0.04066985645933014,3.4253233e-05
1.0,0.040694195092758824,3.427274e-05
1.0,0.0407185628742515,3.4291115e-05
1.0,0.04074295985620132,3.433987e-05
1.0,0.0407673860911271,3.438424e-05
1.0,0.04079184163167367,3.4455075e-05
1.0,0.04081632653061224,3.4478213e-05
1.0,0.04084084084084084,3.4611538e-05
1.0,0.040865384615384616,3.468241e-05
1.0,0.040889957907396274,3.4755118e-05
1.0,0.04091456077015644,3.483263e-05
1.0,0.040939193257074055,3.5027595e-05
1.0,0.04096385542168675,3.5105346e-05
1.0,0.040988547317661245,3.51379e-05
1.0,0.04101326899879373,3.52768e-05
1.0,0.04103802051901026,3.5305005e-05
1.0,0.04106280193236715,3.5333906e-05
1.0,0.04108761329305136,3.569728e-05
1.0,0.041112454655380895,3.5943332e-05
1.0,0.0411373260738052,3.6590758e-05
1.0,0.04116222760290557,3.67188e-05
1.0,0.04118715929739552,3.6743426e-05
1.0,0.041212121212121214,3.685998e-05
1.0,0.041237113402061855,3.6871792e-05
1.0,0.0412621359223301,3.7362053e-05
1.0,0.041287188828172436,3.7375314e-05
1.0,0.041312272174969626,3.765526e-05
1.0,0.04133738601823708,3.766898e-05
1.0,0.0413625304136253,3.7728154e-05
1.0,0.041387705416920266,3.7752267e-05
1.0,0.04141291108404385,3.780584e-05
1.0,0.04143814747105423,3.7817885e-05
1.0,0.041463414634146344,3.8075355e-05
1.0,0.04148871262965223,3.9084298e-05
1.0,0.04151404151404151,3.920689e-05
1.0,0.04153940134392181,3.926837e-05
1.0,0.04156479217603912,3.941525e-05
1.0,0.04159021406727829,3.945831e-05
1.0,0.0416156670746634,3.951359e-05
1.0,0.041641151255358236,3.9708353e-05
1.0,0.041666666666666664,3.9726005e-05
1.0,0.041692213366033105,3.9770166e-05
1.0,0.04171779141104295,3.9853006e-05
1.0,0.041743400859422956,3.9858554e-05
1.0,0.04176904176904177,3.9878516e-05
1.0,0.04179471419791026,3.9937735e-05
1.0,0.041820418204182044,4.0078405e-05
1.0,0.041846153846153845,4.0126513e-05
1.0,0.04187192118226601,4.0487485e-05
1.0,0.041897720271102896,4.0837756e-05
1.0,0.04192355117139334,4.0899922e-05
1.0,0.041949413942011106,4.1022147e-05
1.0,0.04197530864197531,4.1088468e-05
1.0,0.042001235330450894,4.1267733e-05
1.0,0.042027194066749075,4.135444e-05
1.0,0.042053184910327765,4.1436946e-05
1.0,0.04207920792079208,4.145817e-05
1.0,0.042105263157894736,4.1841457e-05
1.0,0.042131350681536554,4.1926734e-05
1.0,0.04215747055176689,4.2028452e-05
1.0,0.04218362282878412,4.2437965e-05
1.0,0.04220980757293606,4.2524538e-05
1.0,0.0422360248447205,4.2634903e-05
1.0,0.04226227470478558,4.2684333e-05
1.0,0.04228855721393035,4.2883807e-05
1.0,0.042314872433105166,4.3378484e-05
1.0,0.04234122042341221,4.3534306e-05
1.0,0.04236760124610592,4.390763e-05
1.0,0.04239401496259352,4.4029726e-05
1.0,0.042420461634435434,4.4383465e-05
1.0,0.04244694132334582,4.4445726e-05
